,p_parkacc,pop2010,gini_index,median_hh_income,food_afford,ave_fam_size,job_house_tot,job_match,ozone,pm25_conc,p_hs_edatt,livewage_s,poverty_child,poverty_all,unemp_rate,voted,bad_water,traf_sev,alc_off,alc_on,alc_tot,nocar,hh_fam,placename,county,regionid,placefp,geoname,zri_sqft,hval_sqft
94,0.0804671,7879.0,0.417,48945.0,0.3008547,3.03,0.3381142,0.4048982,69.984600418,9.7708868138,87.6,15.4958677686,15.0,13.7,7.8,66.9534525,0.0,41.4658166174,16.9437745907,13.8596268562,19.1267927402,2.1,65.4,Calimesa,Riverside,10665.0,9864,Calimesa city,0.89,109.0
95,0.9885548,5155.0,0.457,50128.0,0.1808674,2.37,0.8553345,0.9224768,0.0,7.057524,85.4,25.3605187032,4.6,10.5,5.5,72.9005901,100.0,31.2548835756,76.0038797284,54.9369544132,80.2909796314,10.4588435374,61.6,Calistoga,Napa,3929.0,9892,Calistoga city,1.624,368.0
96,0.9005537,65201.0,0.41,81518.0,0.1377288,2.95,1.2334986,1.1317194,0.666667,10.448070312,91.7,8.98501493517,5.8,4.7,6.9,66.0545632,0.0,35.12643964,31.1881719606,29.1912700725,38.1681262557,3.17651801546,70.0,Camarillo,Ventura,51239.0,10046,Camarillo city,1.314,246.0
97,0.3965517,6032.0,0.421,72066.0,0.1560005,3.32,0.4029331,0.964881,0.0,7.254907,91.6,21.3172932331,7.0,5.2,5.3,79.5003502,0.0,12.5568984461,20.6730769231,22.7287798408,25.4973474801,4.87440989135,64.6,Cambria,San Luis Obispo,17264.0,10074,Cambria CDP,1.604,323.0
98,0.5542352,3282.0,0.422,101848.0,0.0410531,3.53,0.5773857,0.4901293,0.333333,9.358285,92.3,11.1698765432,12.6,6.8,7.3,71.2552743,0.0,6.16332819723,31.718464351,34.1864716636,35.5880560634,0.863787375415,78.2,Cambrian Park,Santa Clara,396554.0,10088,Cambrian Park CDP,1.64,411.0
99,0.392,1750.0,0.412,50899.0,0.2507334,3.8,0.1199552,0.2326087,13.909523773,7.339285,94.1,8.19069696905,25.7,13.5,15.6,74.7241725,30.7675587352,242.494226328,33.6571428571,40.0,40.0,0.9,64.6,Camino,El Dorado,50350.0,10270,Camino CDP,0.952,147.0
100,0.8243666,39349.0,0.429,79464.0,0.1141684,2.6,1.3099655,1.1824915,0.3418042191,9.4330615699,92.1,9.97220697954,9.0,7.6,6.2,65.4704944,0.0,21.6671309623,51.4828839361,58.1285420214,61.8084322346,5.39494543366,59.3,Campbell,Santa Clara,17272.0,10345,Campbell city,1.654,402.0
101,0.7175857,2684.0,0.39,57455.0,0.2918654,3.84,0.1652739,0.2192118,5.0,10.575986,83.3,22.2999757974,5.4,14.4,7.8,63.6748518,100.0,60.8108108108,16.9895678092,73.0509384147,16.9895678092,8.5,63.3,Campo,San Diego,23931.0,10508,Campo CDP,1.258,122.0
102,0.9458385,10561.0,0.374,83845.0,0.1276514,2.96,0.2116686,0.2068887,53.0,10.550861,94.2,9.03416909621,4.7,5.0,11.1,66.38186,0.0,11.4320554836,4.0999905312,5.07527696241,6.96903702301,1.4,78.9,Canyon Lake,Riverside,3963.0,10928,Canyon Lake city,0.944,130.0
103,1.0,9918.0,0.438,52389.0,0.2409614,2.5,1.1561994,1.6224747,0.0,6.6576671293,92.4,33.1091272142,8.0,9.4,8.6,64.8148148,86.2976406534,22.389122957,65.5676547691,75.7814075418,82.7989514015,11.8058823529,47.4,Capitola,Santa Cruz,30748.0,11040,Capitola city,1.832,391.0
104,0.764564,105328.0,0.447,84728.0,0.1581696,2.88,1.4171747,1.5948535,0.8415870742,10.997382091,95.9,11.0483274465,8.5,7.2,6.5,71.208727,0.0,22.8035058929,20.474137931,16.0811939845,24.4294014887,3.95728538765,66.5,Carlsbad,San Diego,3975.0,11194,Carlsbad city,1.322,262.0
105,1.0,3722.0,0.526,74489.0,0.1011175,2.26,0.0262946,0.0436526,0.0,6.1897527547,97.7,0.0,6.3,4.9,1.6,75.9776536,37.9658808085,61.3395315977,31.7033852767,59.3229446534,59.3229446534,18.2397120576,52.4,Carmel-by-the-Sea,Monterey,41854.0,11250,Carmel-by-the-Sea city,2.362,503.0
106,0.488541,4407.0,0.481,82217.0,0.1463349,2.64,0.4909001,0.6344565,0.0,5.896441,94.9,23.9473684211,7.2,9.8,7.4,75.6747523,25.0899964313,37.2142477406,18.4706149308,34.1955979124,37.5992738825,3.62477763659,63.1,Carmel Valley Village,Monterey,51274.0,11324,Carmel Valley Village CDP,1.704,369.0
107,0.8190473,61762.0,0.457,54556.0,0.1945558,2.92,0.6172804,0.5696236,15.653130575,10.933893135,89.8,13.7884396004,13.8,10.2,10.2,69.9347333,0.0,26.5346406498,34.0273954859,28.5806806774,39.4611573459,4.72973677352,62.2,Carmichael,Sacramento,17310.0,11390,Carmichael CDP,0.924,154.0
109,1.0,13040.0,0.449,63834.0,0.1892051,2.66,1.0125862,1.1340027,1.333333,9.647001,76.8,23.5372039604,14.5,10.7,7.5,70.0866393,100.0,19.8152607993,42.9294478528,49.1257668712,51.5260736196,12.45610806,63.0,Carpinteria,Santa Barbara,3980.0,11446,Carpinteria city,,415.0
110,0.7754541,91714.0,0.385,68425.0,0.2405556,3.8,1.9199367,1.267035,0.0,14.000834191,79.1,23.0781095462,9.5,8.0,9.3,49.4899618,0.0,24.6589387571,47.1956298929,35.2149072115,51.3956429771,5.18124923574,81.1,Carson,Los Angeles,10723.0,11530,Carson city,1.402,209.0
111,0.0,2497.0,0.333,44545.0,0.4442767,6.41,1.083926,0.4872123,21.0,15.676049,48.2,31.7240547945,21.1,15.7,5.3,49.940547,100.0,20.8116545265,46.2955546656,46.2955546656,46.2955546656,9.3,93.4,Caruthers,Fresno,10725.0,11614,Caruthers CDP,0.866,94.0
112,0.3296345,19015.0,0.332,102272.0,0.0978517,3.04,0.2346694,0.1174856,31.666667,10.352518,92.5,5.02093427182,8.0,5.8,6.0,59.2662184,100.0,11.0290062865,24.2492768867,17.1496187221,29.0507494084,3.40713520463,82.7,Castaic,Los Angeles,10734.0,11796,Castaic CDP,1.22,193.0
113,0.702336,61388.0,0.417,80113.0,0.1390278,2.79,0.5843125,0.5291554,0.1465650914,8.9618837036,91.9,12.1905572191,6.7,6.6,8.1,64.3914335,0.0,16.4948453608,38.4651723464,19.4093308138,39.611976282,11.4923547721,72.2,Castro Valley,Alameda,30785.0,11964,Castro Valley CDP,1.282,277.0
114,0.7515815,6481.0,0.331,44286.0,0.4322624,4.4,0.519812,0.3699809,0.0,6.57649,36.2,64.9987990762,20.4,13.8,20.7,48.4114163,0.0,18.2149362477,48.9893534948,38.1114025613,50.8254898935,3.7,83.5,Castroville,Monterey,23986.0,11978,Castroville CDP,1.316,
115,0.4305078,51200.0,0.435,45693.0,0.4354728,3.3,0.4292784,0.5086872,51.993496094,7.3582911212,73.7,33.0437739841,23.0,16.3,9.0,52.9481927,0.0,23.2646172773,28.322265625,23.4921875,35.333984375,3.03236741389,64.2,Cathedral City,Riverside,30788.0,12048,Cathedral City city,1.028,105.0
116,0.9972994,2592.0,0.458,53882.0,0.245697792697,2.18,0.1872675,0.5022173,0.0,7.328263,95.0,35.7362962963,33.4,15.8,5.2,73.1927711,0.0,20.9863588667,44.7145061728,32.5617283951,44.7145061728,5.37568389058,55.8,Cayucos,San Luis Obispo,28143.0,12132,Cayucos CDP,1.892,412.0
117,0.0282486,354.0,0.456,40938.0,0.3434377,2.64,0.1472393,0.4033613,0.0,5.916105,89.0,20.4170378809,27.7,18.0,12.6,77.5280899,9.73533641381,55.2486187845,15.5367231638,3.38983050847,18.9265536723,3.3,60.3,Cazadero,Sonoma,8113.0,12146,Cazadero CDP,1.564,318.0
118,0.9838166,45417.0,0.401,50124.0,0.40657,3.47,0.6805141,0.7393149,11.356129768,13.652117001,66.5,28.1402322192,22.1,16.9,13.8,43.7472061,77.3029648883,15.85310064,32.3359094612,23.2688200454,40.1875949534,3.33247348811,80.3,Ceres,Stanislaus,10772.0,12524,Ceres city,0.758,85.0
119,0.998593,49041.0,0.397,88743.0,0.2269567,3.23,2.2746567,1.7201491,1.0,14.199652033,93.9,13.7356905122,7.4,6.1,7.0,51.7268472,0.0,29.7261578138,29.7485777207,32.2322138619,41.6243551314,3.26425850278,86.7,Cerritos,Los Angeles,10774.0,12552,Cerritos city,1.362,297.0
120,0.0023321,2144.0,0.393,44098.0,0.1480728,2.92,0.8832055,3.7948718,2.0,7.425542,88.7,19.1780821918,31.6,13.9,17.9,66.2557781,0.0,32.5909831613,38.1529850746,46.5485074627,46.5485074627,19.8430107527,55.0,Chester,Plumas,10804.0,12930,Chester CDP,1.088,
121,0.9017137,86187.0,0.457,41835.0,0.300791,2.87,1.0114008,1.3403281,3.5310584971,11.441704141,90.5,18.6209569763,19.5,21.2,10.9,63.7409021,0.0,30.843181403,45.6078062817,42.956594382,55.0198985926,11.959137577,52.6,Chico,Butte,37863.0,13014,Chico city,0.98,152.0
122,0.7533052,77983.0,0.364,71659.0,0.2056253,3.56,1.6618386,0.9743347,27.247656208,16.023502295,74.8,14.9336433658,6.6,6.2,9.4,56.0418242,2.66981265148,31.5924675271,35.138427606,24.6079273688,38.094200018,2.94175186167,80.6,Chino,San Bernardino,44583.0,13210,Chino city,1.148,175.0
123,0.907218,74799.0,0.339,103891.0,0.1301513,3.38,0.4506281,0.3678169,17.667054706,15.448469043,92.3,6.67879290486,4.5,4.1,7.9,59.6367709,0.0,13.8852543939,24.3907004104,18.7529245043,26.8733539218,2.63632866172,85.0,Chino Hills,San Bernardino,10815.0,13214,Chino Hills city,1.37,225.0
124,0.4455128,18720.0,0.412,39902.0,0.2153867,3.78,0.8448687,0.8617332,14.0,12.684828,62.4,35.1356133829,27.0,18.4,9.1,59.6956308,100.0,6.46127007032,14.3803418803,14.6527777778,21.7254273504,2.34972239358,75.0,Chowchilla,Madera,17442.0,13294,Chowchilla city,0.744,68.0
125,0.9169919,243916.0,0.401,63779.0,0.2601171,3.38,0.7131023,0.5799795,0.6106763011,12.029500893,81.5,17.7790092997,13.3,9.6,8.8,54.7185341,0.0,17.3704070662,39.3340330278,32.549730235,44.1906230014,5.3616088947,78.8,Chula Vista,San Diego,51405.0,13392,Chula Vista city,1.242,176.0
126,0.7444809,83301.0,0.372,53552.0,0.1922548,2.88,0.4696752,0.5091453,14.835908155,9.983283357,89.0,19.954887218,17.3,11.8,10.0,62.347582,0.0,27.320767378,35.0644049891,31.3741731792,41.1999855944,3.81312694743,64.0,Citrus Heights,Sacramento,51414.0,13588,Citrus Heights city,0.91,126.0
127,0.9411613,34926.0,0.455,82012.0,0.1485158,2.81,1.3005415,1.0396144,37.329439053,14.809454897,92.9,14.0983162864,6.2,6.4,7.0,63.7156644,0.0,19.4471295465,22.5648514001,24.9384412758,31.0656817271,16.5253589133,67.9,Claremont,Los Angeles,30908.0,13756,Claremont city,1.234,254.0
128,0.5470313,10897.0,0.376,135643.0,0.0639301,3.71,0.3340143,0.268528,2.0,9.4953,98.6,5.5479205298,2.2,3.1,5.6,72.9998637,0.0,12.988217831,11.232449298,12.1501330641,12.1501330641,5.4,78.1,Clayton,Contra Costa,10848.0,13882,Clayton city,1.114,256.0
129,0.3325902,15250.0,0.419,26382.0,0.3152592,2.95,0.3272643,0.664,0.0,6.428518,78.8,48.3596971047,45.7,32.9,15.4,55.6737,0.0,24.1824972459,29.2131147541,23.3114754098,38.8131147541,8.27445510026,49.8,Clearlake,Lake,10850.0,13945,Clearlake city,1.124,71.0
130,0.0,2359.0,0.347,34934.0,0.0224823,2.95,0.1021992,0.2049287,0.0,6.457274,87.7,100.0,0.0,5.7,2.6,68.4848485,0.0,146.862483311,15.9389571852,18.9910979228,18.9910979228,0.0,62.6,Clearlake Oaks,Lake,55547.0,13966,Clearlake Oaks CDP,1.094,105.0
132,0.7824321,8618.0,0.4,54309.0,0.1440585,3.38,0.4269532,0.437891,0.0,5.650484,80.2,23.03359199,5.5,6.4,6.4,76.3221737,0.0,14.10967924,66.0826177767,59.2364817823,69.7725690415,4.4,66.3,Cloverdale,Sonoma,28324.0,14190,Cloverdale city,1.102,188.0
133,0.734218,95631.0,0.411,63229.0,0.2052136,3.05,0.7729487,0.7163454,39.44713184,14.689509466,89.6,10.0658740102,12.0,10.2,9.1,55.5093637,0.148490520658,8.84110380103,30.2527423116,21.6885737888,32.4612311907,2.33625157721,72.3,Clovis,Fresno,44655.0,14218,Clovis city,0.866,116.0
134,0.5592571,40704.0,0.369,43018.0,0.423157,4.04,0.7464774,0.5193124,23.995683017,8.3489465411,45.3,49.8339298435,30.7,23.7,14.9,38.8971211,0.0,30.14678365,25.0958136792,20.2215998428,26.7049921384,2.55636105188,92.1,Coachella,Riverside,50616.0,14260,Coachella city,1.05,77.0
135,0.5783259,13380.0,0.403,46229.0,0.4547474,3.67,1.1193903,0.7720459,3.333333,11.5139873599,64.0,30.2444471299,34.2,23.3,4.7,50.1927711,0.0,10.0612619058,39.8804185351,28.0269058296,46.5994020927,5.73613707165,74.8,Coalinga,Fresno,4148.0,14274,Coalinga city,0.862,96.0
138,0.5853286,1963.0,0.378,51667.0,0.2429204,3.11,0.5906736,1.1656442,13.333333,6.927249,94.1,19.9330687023,4.7,6.0,11.7,66.9014085,0.0,96.5665236052,41.9256240448,47.4783494651,47.4783494651,9.92399020808,60.8,Colfax,Placer,10902.0,14498,Colfax city,0.936,146.0
139,0.5891015,52154.0,0.404,43373.0,0.3260649,3.5,0.8592926,0.9111309,60.33294952,14.251075223,72.7,40.3784378698,23.3,17.9,10.7,47.0616622,0.0,38.9892142708,52.0055988035,35.6885377919,57.8824251256,4.75211803903,78.1,Colton,San Bernardino,37971.0,14890,Colton city,0.99,101.0
140,0.8946575,5971.0,0.394,47596.0,0.2936687,3.38,1.0552632,0.8967574,1.0,8.851029,74.1,34.5146428571,18.8,14.5,16.9,67.0098847,0.0,20.6547557575,57.7792664545,50.8792497069,60.2244180204,4.8826544021,69.6,Colusa,Colusa,17542.0,14946,Colusa city,0.88,
141,0.9036887,12823.0,0.429,50667.0,0.2846865,3.6,12.8662928,7.2230323,1.690790296,15.214663478,50.9,31.1313379584,18.3,13.8,9.0,44.7740113,0.0,118.468636987,77.2752086095,46.0500662871,84.4108243001,6.2,82.8,Commerce,Los Angeles,272578.0,14974,Commerce city,1.498,234.0
142,0.8808045,96455.0,0.402,43201.0,0.3605303,4.01,1.1310643,0.9329638,0.373998424,14.699468204,58.8,47.7097387173,31.8,22.8,13.0,38.4453835,0.0,36.1994715709,67.4687678192,17.9824788762,69.5775231973,7.85571365051,82.3,Compton,Los Angeles,24174.0,15044,Compton city,1.454,177.0
143,0.861617,122067.0,0.408,65123.0,0.1823469,2.97,1.0109764,0.9414263,1.3172030802,9.15869199,86.1,20.838162777,12.6,9.6,8.3,64.7817581,0.0,31.0530792927,39.8838342877,34.7931873479,42.704416427,13.560047297,67.1,Concord,Contra Costa,51518.0,16000,Concord city,1.254,213.0
144,0.1263961,3671.0,0.342,59792.0,0.1706432,2.5,0.1343776,0.1786301,8.666667,10.143811,93.6,0.0,0.0,2.4,4.5,64.5092838,1.99634142106,79.5821934842,2.58785072187,2.58785072187,2.58785072187,1.3,73.4,Copperopolis,Calaveras,24214.0,16210,Copperopolis CDP,0.908,128.0
145,0.4070044,24813.0,0.449,35051.0,0.841805,3.86,1.2408462,0.6819198,26.333333,16.602999,54.8,49.8195799677,36.9,25.3,16.5,44.9487555,100.0,79.1804020425,25.0030226091,12.3967275219,27.3808084472,5.34724871607,82.1,Corcoran,Kings,24216.0,16224,Corcoran city,0.846,83.0
146,0.3674801,7663.0,0.43,32729.0,0.5221324,2.93,0.7521246,0.8485817,1.333333,9.494521,74.7,39.196899654,34.5,26.6,11.9,57.8947368,0.0,16.029922522,37.9877332637,44.7996868067,56.2703901866,3.3433460076,71.9,Corning,Tehama,10951.0,16322,Corning city,0.96,75.0
147,0.8687965,152374.0,0.389,79180.0,0.1882428,3.37,1.2505354,0.9993949,23.791939785,14.642694172,81.2,14.8866971187,11.7,8.9,10.4,55.0576249,0.0,26.7369979591,25.3087797131,22.8844816045,28.4254531613,3.56486606746,82.2,Corona,Riverside,24225.0,16350,Corona city,1.066,155.0
148,0.7289954,24697.0,0.449,91071.0,0.1314223,2.66,0.7620548,1.5388205,0.333333,12.252854638,95.7,6.63874915024,6.6,6.1,5.8,72.5563154,0.0,28.4314984317,21.5289306393,35.089282099,35.4334534559,18.0756453423,63.5,Coronado,San Diego,17587.0,16378,Coronado city,2.974,698.0
149,0.9569869,9253.0,0.48,100800.0,0.1471448,2.54,1.5602424,1.9263694,0.0,8.220433,93.7,5.59284116331,0.8,2.2,3.5,75.5388471,0.0,37.2741624276,23.7112287907,35.0805144278,43.2940667891,18.3778577858,61.9,Corte Madera,Marin,10961.0,16462,Corte Madera town,2.494,489.0
150,0.964478,109960.0,0.448,64864.0,0.1856619,3.19,1.8626154,1.7699358,0.0002061357,12.056499803,85.7,31.4863815029,18.6,13.3,7.3,51.4394438,6.4350672972,25.920261188,50.9303383048,51.5914878138,59.4279738087,9.12127867336,59.6,Costa Mesa,Orange,38032.0,16532,Costa Mesa city,1.582,325.0
151,0.90351,7265.0,0.429,64107.0,0.3096016,2.55,0.6914695,0.7682463,0.0,7.11855434,90.9,10.352079602,6.3,7.6,8.3,73.5824742,0.0,44.3127371424,56.5863730213,57.5223675155,64.3496214728,5.23764404609,50.5,Cotati,Sonoma,44769.0,16560,Cotati city,1.292,225.0
152,0.7553478,14866.0,0.408,160655.0,0.0960585,2.52,0.2111156,0.1841264,11.0,11.165347,99.2,1.11743428328,0.7,1.6,5.3,63.0089849,0.0,7.7654824306,15.8643556815,7.89603165167,33.7798097206,0.8,88.3,Coto de Caza,Orange,17597.0,16580,Coto de Caza CDP,1.252,263.0
153,0.035585,3316.0,0.388,44364.0,0.2516087,2.98,0.2864078,0.319907,1.333333,8.357285,81.5,37.0417316017,23.6,16.4,7.6,61.4794138,0.0,58.59375,34.4390832328,21.1700844391,35.4041013269,0.0,73.1,Cottonwood,Shasta,14803.0,16630,Cottonwood CDP,0.902,102.0
155,0.6202154,9379.0,0.386,50883.0,0.2572049,3.07,0.1290736,0.1742897,3.333333,12.276237,82.0,16.3426666667,23.0,12.6,12.4,61.2582781,0.0,13.6069849189,49.9946689413,39.0873227423,51.8498773856,0.166898470097,63.9,Country Club,San Joaquin,396021.0,16651,Country Club CDP,0.854,82.0
156,0.815675,47796.0,0.383,64141.0,0.2181654,3.21,1.3148968,0.8887843,21.046224465,14.496815705,84.1,20.3045108136,12.6,10.7,11.0,52.0304677,0.0,12.9732082325,50.590007532,41.6143610344,56.3561804335,5.17286992365,75.6,Covina,Los Angeles,24245.0,16742,Covina city,1.32,238.0
157,0.4291509,7643.0,0.431,26612.0,0.3575328,3.75,2.4484211,2.1437788,5.23347603642,4.507151,69.3,0.0,42.0,33.3,18.8,59.3577521,0.0,23.4320081231,19.9398142091,24.3883291901,26.2593222557,11.296720061,53.5,Crescent City,Del Norte,10991.0,17022,Crescent City city,,115.0
158,0.9968431,10770.0,0.406,54654.0,0.6282647,3.28,0.1324699,0.4125399,85.180377549,12.327904637,89.0,25.7785581395,27.2,16.5,5.1,67.4113892,80.8077994429,60.4297224709,29.2107706592,27.3073351903,34.5125348189,5.3,65.5,Crestline,San Bernardino,38070.0,17162,Crestline CDP,0.924,119.0
159,0.9728507,3094.0,0.373,75300.0,0.2169376,3.21,0.5065243,0.6411411,0.0,9.382733,92.0,0.0,22.8,13.9,6.2,72.3630832,0.0,12.1285627653,63.2837750485,29.9612152553,69.1984486102,5.8,47.9,Crockett,Contra Costa,35151.0,17274,Crockett CDP,1.15,
160,0.9971855,23805.0,0.376,41805.0,0.4321963,3.82,0.4587515,0.4276879,1.333333,15.218274,40.7,57.8857142857,32.3,24.3,10.1,38.2446187,2.34404536862,14.2113138778,92.1991178324,55.8874186095,92.1991178324,13.7629427793,91.4,Cudahy,Los Angeles,31134.0,17498,Cudahy city,1.386,182.0
161,0.9881696,38883.0,0.426,72199.0,0.129307,2.62,3.5377246,3.0850408,0.7833245484,14.273870589,90.8,14.4684079602,7.0,7.2,6.4,61.1849192,92.2022477689,26.6925378957,58.3416917419,56.7085873004,66.3837666847,5.89843382929,55.5,Culver City,Los Angeles,51617.0,17568,Culver City city,1.942,375.0
162,0.9347535,58302.0,0.4,120201.0,0.0971935,2.9,1.5684775,1.5103805,0.0,8.8977664494,97.0,5.09884457623,3.1,4.6,6.9,68.3735501,0.0,25.730408761,27.0316627217,41.1135124009,50.2727179171,4.25406609729,78.5,Cupertino,Santa Clara,4281.0,17610,Cupertino city,1.828,543.0
163,0.7802,5000.0,0.437,30062.0,0.5439946,3.94,1.7631068,1.7019681,46.529333039,14.941776439,31.7,58.3765112263,53.4,45.8,24.4,38.6416862,100.0,23.7247924081,56.96,45.26,56.96,9.32162162162,91.1,Cutler,Tulare,29900.0,17708,Cutler CDP,0.9,83.0
164,0.9965483,47802.0,0.371,83196.0,0.1563381,3.06,1.4707463,1.1162294,0.3334654912,13.570173854,92.2,17.3968089186,8.5,6.3,6.0,56.6624186,0.0,16.4239570787,51.755156688,39.971130915,56.7340278649,4.15159129711,80.5,Cypress,Orange,44833.0,17750,Cypress city,1.446,288.0
165,0.9379469,101123.0,0.369,74987.0,0.1959749,3.49,0.5563778,0.3605101,0.0,8.3239182269,86.3,19.1834937129,7.8,7.0,8.7,53.4912617,0.0,15.9186239941,51.6766709848,56.0485745083,62.6949358702,22.0648473152,72.0,Daly City,San Mateo,31163.0,17918,Daly City city,1.844,401.0
166,0.9620701,33351.0,0.468,80609.0,0.1448919,2.73,0.6035488,0.90538,0.955483664,10.622255512,94.8,13.2433682623,5.6,5.5,6.3,59.9232502,0.0,29.1616328134,35.4831939072,42.2326167131,46.5533267368,3.14429538169,65.6,Dana Point,Orange,17686.0,17946,Dana Point city,1.716,345.0
167,0.5054592,42039.0,0.445,129515.0,0.0844353,2.77,0.6718242,0.6296612,0.8374368285,9.1545728493,98.1,3.32859638905,3.5,3.6,5.3,73.1867422,0.0,18.2516810759,14.6483027665,14.5055781536,17.2173457979,7.57950978284,78.4,Danville,Contra Costa,38134.0,17988,Danville town,1.33,325.0
168,1.0,65622.0,0.486,59517.0,0.2069513,2.91,1.1396307,1.2852802,2.5929411881,9.3238665921,95.7,11.3911671872,9.8,23.5,7.8,61.003169,0.0,23.4068699163,38.5389046356,39.9881137423,46.0805827314,28.6887040772,48.9,Davis,Yolo,51659.0,18100,Davis city,1.236,258.0
169,0.6245357,53041.0,0.425,35673.0,0.4947643,3.99,1.3754569,1.1280725,28.666616724,16.667595314,50.6,41.7896940687,35.7,27.7,13.3,44.0906537,100.0,11.8730730194,25.4350408175,19.8450255463,28.0424577214,2.4,86.6,Delano,Kern,24349.0,18394,Delano city,0.87,84.0
170,0.609112,10755.0,0.364,50656.0,0.4318159,3.77,0.3947183,0.3386707,13.33556452,12.893716789,54.0,26.0762522523,20.3,17.0,16.8,38.7200572,0.0,15.26571892,34.2259414226,25.1975825198,34.2259414226,1.29913211186,87.5,Delhi,Merced,55438.0,18464,Delhi CDP,0.836,
171,1.0,4161.0,0.479,112566.0,0.0224823,2.36,1.3798883,2.5622407,1.333333,11.292754,99.6,14.3410852713,8.2,3.7,2.2,74.6932007,0.0,28.6669851887,26.0754626292,64.8642153329,64.8642153329,4.86219739292,60.6,Del Mar,San Diego,8185.0,18506,Del Mar city,3.584,912.0
172,0.6158618,4514.0,0.556,111071.0,0.227929642371,2.3,0.947898,2.6727457,0.0,6.2305109293,96.0,5.33980582524,0.0,7.3,4.3,78.4266263,65.3164092255,51.7160319699,3.10146211786,4.00974745237,4.00974745237,1.4,71.3,Del Monte Forest,Monterey,114651.0,18590,Del Monte Forest CDP,2.66,
173,1.0,1624.0,0.35,81154.0,0.0787477,3.58,0.6608108,0.5315217,0.0,6.213749,93.0,1.76470588235,0.9,4.0,4.8,67.7917068,0.0,24.8508946322,6.4039408867,1.78571428571,6.4039408867,1.67339449541,66.7,Del Rey Oaks,Monterey,38169.0,18688,Del Rey Oaks city,1.59,312.0
174,0.513624,4404.0,0.356,62316.0,0.5079674,4.15,0.3255659,0.3998365,14.333333,12.762133,84.5,19.6286472149,18.3,12.4,4.1,59.3650794,0.0,13.86001386,25.7493188011,21.6167120799,25.7493188011,0.4,83.0,Denair,Stanislaus,28219.0,18856,Denair CDP,,106.0
175,0.9114547,1423.0,0.375,75313.0,0.249654907019,2.55,0.179792,0.2874109,10.942375264,10.858047086,90.7,0.300001541976,0.0,5.3,8.4,74.2408377,0.0,103.703703704,5.83274771609,5.83274771609,5.83274771609,0.0,54.5,Descanso,San Diego,24373.0,18940,Descanso CDP,1.178,186.0
176,0.5137636,25938.0,0.405,36326.0,0.3822455,3.61,0.2867027,0.4477074,62.333847046,6.3749658048,72.6,45.486659597,34.2,24.9,16.1,43.7033738,0.0,18.3685530372,27.1724882412,30.9969928291,35.2879944483,3.3,64.0,Desert Hot Springs,Riverside,51701.0,18996,Desert Hot Springs city,0.752,68.0
177,0.682684,55544.0,0.366,87216.0,0.1456344,3.16,0.8275277,0.6720786,14.721200288,15.064760969,92.5,10.1686785584,3.5,4.6,5.2,50.1328871,0.0,26.5989949893,18.0505545153,20.8159297134,24.1772288636,3.16279318879,82.4,Diamond Bar,Los Angeles,24384.0,19192,Diamond Bar city,1.264,257.0
178,0.0548156,11037.0,0.458,54907.0,0.1541126,3.01,0.9665443,0.7313986,20.663918159,7.586775362,92.9,14.9786107226,13.3,9.1,13.7,72.8183962,73.7155443584,44.142314823,16.0279061339,11.8782277793,18.492343934,1.69360963186,64.6,Diamond Springs,El Dorado,35623.0,19220,Diamond Springs CDP,1.054,147.0
179,0.7911248,21453.0,0.399,39165.0,0.4553662,3.58,1.1269344,0.9860033,41.333333,15.58518,55.5,37.7386163522,37.1,26.4,13.7,45.8719852,0.0,9.73359159796,55.3022887242,31.6179555307,57.0736027595,2.11401819155,82.9,Dinuba,Tulare,49259.0,19318,Dinuba city,0.832,89.0
180,0.1138406,13352.0,0.422,104813.0,0.1601145,3.08,0.1943503,0.1809574,3.9962552427,10.989300117,95.8,8.64316224189,3.5,2.9,7.4,66.6035262,0.0,3.49711488022,13.6309167166,13.481126423,14.7543439185,2.7,79.9,Discovery Bay,Contra Costa,31233.0,19339,Discovery Bay CDP,1.01,172.0
181,0.9646341,18351.0,0.38,69742.0,0.2923834,3.38,0.7673237,0.5158919,3.0,9.824503,82.1,14.1302702092,13.2,8.6,9.2,63.7020369,0.0,25.2536343274,31.7421393929,33.7856247616,38.2758432783,3.05673742231,78.7,Dixon,Solano,17788.0,19402,Dixon city,0.986,143.0
